,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy
279,0,4,3,1,0,1,0,1,2,1,0,0,2,3,0,0,0,0,0,0,1,2,2,2,0,0,0,0,4,0,0,0,2,3,1,0,1,1,8,0,0,8,1,1,0,6,0,0,5,2,0,0,0,0,0,0,5,0,3,1,0,0,0.5,0.375,0.125,0,0.125,0,0.125,0.25,0.125,0,0,0.25,0.375,0,0,0,0,0,0,0.125,0.25,0.25,0.25,0,0,0,0,0.5,0,0,0,0.25,0.375,0.125,0,0.125,0.125,1,0,0,1,0.125,0.125,0,0.75,0,0,0.625,0.25,0,0,0,0,0,0,0.625,0,0.375,0.125,0,0,0.530696903,0.033738938,0.435564159,0,0.311117257,0,0.03125,0.003318584,0.435564159,0,0,0.312776549,0.468473451,0,0,0,0,0,0,0.001659292,0.342367257,0.342367257,0.003318584,0,0,0,0,0.470132743,0,0,0,0.312776549,0.468473451,0.03125,0,0.03125,0.435564159,1,0,0,1,0.001659292,0.03125,0,0.967090708,0,0,0.966261062,0.002488938,0,0,0,0,0,0,0.965431416,0,0.033738938,0.001659292,0
28,2,2,3,6,2,0,0,0,1,10,0,1,0,8,2,0,0,0,1,0,5,0,0,6,3,1,0,0,8,3,0,0,4,4,2,6,4,8,15,0,3,12,0,2,3,8,2,2,4,5,3,0,1,1,1,5,2,3,9,0,1,0.133333333,0.133333333,0.2,0.4,0.133333333,0,0,0,0.066666667,0.666666667,0,0.066666667,0,0.533333333,0.133333333,0,0,0,0.066666667,0,0.333333333,0,0,0.4,0.2,0.066666667,0,0,0.533333333,0.2,0,0,0.266666667,0.266666667,0.133333333,0.4,0.266666667,0.533333333,1,0,0.2,0.8,0,0.133333333,0.2,0.533333333,0.133333333,0.133333333,0.266666667,0.333333333,0.2,0,0.066666667,0.066666667,0.066666667,0.333333333,0.133333333,0.2,0.6,0,0.066666667,0.013777268,0.735935706,0.096440873,0.133180253,0.020665901,0,0,0,0.002296211,0.952927669,0,0.002296211,0,0.916188289,0.020665901,0,0,0,0.01836969,0,0.167623421,0,0,0.849598163,0.068886338,0.01836969,0,0,0.881745121,0.07347876,0,0,0.034443169,0.810562572,0.003444317,0.142365098,0.749712974,0.206659013,1,0,0.748564868,0.251435132,0,0.09184845,0.074626866,0.812858783,0.020665901,0.037887486,0.14695752,0.805970149,0.006888634,0,0.001148106,0.001148106,0.002296211,0.078071183,0.041331803,0.092996556,0.828932262,0,0.03673938
280,2,1,2,1,1,0,0,2,0,3,0,0,1,2,1,1,0,1,0,0,1,1,1,1,1,1,0,1,2,2,0,1,1,1,3,3,3,3,7,0,0,7,1,2,1,3,0,1,3,3,0,0,1,1,0,2,0,2,4,1,0,0.285714286,0.142857143,0.285714286,0.142857143,0.142857143,0,0,0.285714286,0,0.428571429,0,0,0.142857143,0.285714286,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0.285714286,0.285714286,0,0.142857143,0.142857143,0.142857143,0.428571429,0.428571429,0.428571429,0.428571429,1,0,0,1,0.142857143,0.285714286,0.142857143,0.428571429,0,0.142857143,0.428571429,0.428571429,0,0,0.142857143,0.142857143,0,0.285714286,0,0.285714286,0.571428571,0.142857143,0,0.029697148,0.117612467,0.735077918,0.014701558,0.102910909,0,0,0.191120259,0,0.779182593,0,0,0.029403117,0.735077918,0.102910909,0.014701558,0,0.014701558,0,0,0.661570126,0.073507792,0.073507792,0.029403117,0.661570126,0.014701558,0,0.029403117,0.735077918,0.117612467,0,0.014701558,0.102910909,0.073507792,0.10320494,0.779182593,0.10320494,0.779182593,1,0,0,1,0.000294031,0.735077918,0.117612467,0.147015584,0,0.117612467,0.764481035,0.117906498,0,0,0.117612467,0.117612467,0,0.117612467,0,0.779182593,0.220523375,0.000294031,0
281,0,1,1,1,0,0,0,0,1,2,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2,1,0,1,1,0,0,2,0,2,3,0,0,3,0,1,0,2,0,0,2,1,0,0,0,0,0,1,0,1,2,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0.333333333,0.666666667,0,0,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0,0,0.333333333,0,0,0.333333333,0.333333333,0.333333333,0,0,0.666666667,0.333333333,0,0.333333333,0.333333333,0,0,0.666666667,0,0.666666667,1,0,0,1,0,0.333333333,0,0.666666667,0,0,0.666666667,0.333333333,0,0,0,0,0,0.333333333,0,0.333333333,0.666666667,0,0,0,0.047894302,0.621800165,0.330305533,0,0,0,0,0.047894302,0.952105698,0,0,0.047894302,0.621800165,0,0.330305533,0,0.330305533,0,0,0.621800165,0,0,0.047894302,0.621800165,0.330305533,0,0,0.669694467,0.330305533,0,0.330305533,0.047894302,0,0,0.952105698,0,0.952105698,1,0,0,1,0,0.621800165,0,0.378199835,0,0,0.669694467,0.330305533,0,0,0,0,0,0.330305533,0,0.621800165,0.378199835,0,0
282,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,2,2,0,3,0,2,1,0,4,2,0,1,1,0,1,0,2,1,0,1,1,0,1,0,1,1,2,0,0.25,0.5,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.5,0,0,0,0,0.5,0.5,0,0.75,0,0.5,0.25,0,1,0.5,0,0.25,0.25,0,0.25,0,0.5,0.25,0,0.25,0.25,0,0.25,0,0.25,0.25,0.5,0,0.023923445,0.966507177,0,0.009569378,0,0,0.009569378,0,0.009569378,0,0,0,0,0.009569378,0,0,0,0,0,0,0,0,0,0.009569378,0,0,0,0.009569378,0.033492823,0,0,0,0,0.033492823,0.980861244,0,0.990430622,0,0.966507177,0.023923445,0,1,0.033492823,0,0.956937799,0.009569378,0,0.956937799,0,0.033492823,0.009569378,0,0.956937799,0.956937799,0,0.009569378,0,0.956937799,0.009569378,0.033492823,0
283,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,0,3,0,2,1,0,3,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0.666666667,0.666666667,0,1,0,0.666666667,0.333333333,0,1,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,0.333333333,0.333333333,0.333333333,0,0.112068966,0.862068966,0,0.025862069,0,0,0,0,0.025862069,0,0,0,0,0.025862069,0,0,0,0,0,0,0,0,0,0.025862069,0,0,0,0,0.137931034,0,0,0,0,0.137931034,0.974137931,0,1,0,0.887931034,0.112068966,0,1,0.112068966,0,0.862068966,0.025862069,0,0.862068966,0,0.112068966,0.025862069,0,0.862068966,0.862068966,0,0.025862069,0,0.862068966,0.025862069,0.112068966,0
284,3,3,1,2,1,0,0,0,1,5,0,0,0,3,2,0,0,0,0,0,2,0,0,3,2,0,0,0,9,0,0,1,2,3,5,2,6,3,9,1,2,8,2,1,1,6,0,2,2,4,2,0,1,1,0,2,0,2,4,2,0,0.3,0.3,0.1,0.2,0.1,0,0,0,0.1,0.5,0,0,0,0.3,0.2,0,0,0,0,0,0.2,0,0,0.3,0.2,0,0,0,0.9,0,0,0.1,0.2,0.3,0.5,0.2,0.6,0.3,0.9,0.1,0.2,0.8,0.2,0.1,0.1,0.6,0,0.2,0.2,0.4,0.2,0,0.1,0.1,0,0.2,0,0.2,0.4,0.2,0,0.37254902,0.514705882,0.073529412,0.029411765,0.009803922,0,0,0,0.014705882,0.12745098,0,0,0,0.102941176,0.024509804,0,0,0,0,0,0.088235294,0,0,0.039215686,0.088235294,0,0,0,0.509803922,0,0,0.014705882,0.024509804,0.37254902,0.87254902,0.088235294,0.887254902,0.102941176,0.656862745,0.343137255,0.029411765,0.970588235,0.357843137,0.073529412,0.490196078,0.078431373,0,0.5,0.088235294,0.382352941,0.029411765,0,0.490196078,0.490196078,0,0.024509804,0,0.56372549,0.053921569,0.357843137,0
285,2,4,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,1,1,1,0,0,0,6,0,0,0,0,3,4,1,5,1,6,1,0,7,2,1,2,2,0,2,2,3,0,0,1,1,0,0,0,2,1,2,0,0.285714286,0.571428571,0.142857143,0,0,0,0,0,0,0.142857143,0,0.142857143,0,0.285714286,0.142857143,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0,0,0.857142857,0,0,0,0,0.428571429,0.571428571,0.142857143,0.714285714,0.142857143,0.857142857,0.142857143,0,1,0.285714286,0.142857143,0.285714286,0.285714286,0,0.285714286,0.285714286,0.428571429,0,0,0.142857143,0.142857143,0,0,0,0.285714286,0.142857143,0.285714286,0,0.165775401,0.818181818,0.016042781,0,0,0,0,0,0,0.016042781,0,0.005347594,0,0.021390374,0.005347594,0,0,0,0,0,0.016042781,0,0.005347594,0.005347594,0.016042781,0,0,0,0.197860963,0,0,0,0,0.171122995,0.973262032,0.016042781,0.978609626,0.016042781,0.839572193,0.160427807,0,1,0.165775401,0.016042781,0.807486631,0.010695187,0,0.807486631,0.021390374,0.171122995,0,0,0.802139037,0.802139037,0,0,0,0.818181818,0.005347594,0.165775401,0
286,3,8,8,13,1,0,0,2,3,13,0,6,4,14,4,2,0,2,2,2,5,2,7,7,7,1,0,0,25,3,0,2,6,10,7,3,11,9,36,1,2,35,9,2,7,14,5,9,11,6,6,1,2,2,3,4,4,3,18,8,2,0.081081081,0.216216216,0.216216216,0.351351351,0.027027027,0,0,0.054054054,0.081081081,0.351351351,0,0.162162162,0.108108108,0.378378378,0.108108108,0.054054054,0,0.054054054,0.054054054,0.054054054,0.135135135,0.054054054,0.189189189,0.189189189,0.189189189,0.027027027,0,0,0.675675676,0.081081081,0,0.054054054,0.162162162,0.27027027,0.189189189,0.081081081,0.297297297,0.243243243,0.972972973,0.027027027,0.054054054,0.945945946,0.243243243,0.054054054,0.189189189,0.378378378,0.135135135,0.243243243,0.297297297,0.162162162,0.162162162,0.027027027,0.054054054,0.054054054,0.081081081,0.108108108,0.108108108,0.081081081,0.486486486,0.216216216,0.054054054,0.018726955,0.313926243,0.355939284,0.245805659,0.004680225,0,0,0.009366505,0.084280378,0.240344387,0,0.215599135,0.131112901,0.39756483,0.020525178,0.009560253,0,0.009560253,0.011110237,9.69E-05,0.187317983,0.008851861,0.266912081,0.215405387,0.024932945,0.009366505,0,0,0.600854913,0.018975194,0,0.009560253,0.057985142,0.32727669,0.046826468,0.042146243,0.252865351,0.225020132,0.998256268,0.001743732,0.032773684,0.967226316,0.601127371,0.032785793,0.06633447,0.234665149,0.065087217,0.393350811,0.408372335,0.051748878,0.123587002,0.004165582,0.018733009,0.018733009,0.060873198,0.159212414,0.04219468,0.037466018,0.29936487,0.599383639,0.029843246
287,4,9,6,10,1,0,0,0,3,11,0,6,3,14,2,1,0,1,0,0,4,4,5,7,4,0,0,0,20,4,1,1,3,11,7,4,12,6,33,0,3,30,6,1,5,14,7,9,7,8,6,1,2,3,3,3,4,4,16,6,1,0.121212121,0.272727273,0.181818182,0.303030303,0.03030303,0,0,0,0.090909091,0.333333333,0,0.181818182,0.090909091,0.424242424,0.060606061,0.03030303,0,0.03030303,0,0,0.121212121,0.121212121,0.151515152,0.212121212,0.121212121,0,0,0,0.606060606,0.121212121,0.03030303,0.03030303,0.090909091,0.333333333,0.212121212,0.121212121,0.363636364,0.181818182,1,0,0.090909091,0.909090909,0.181818182,0.03030303,0.151515152,0.424242424,0.212121212,0.272727273,0.212121212,0.242424242,0.181818182,0.03030303,0.060606061,0.090909091,0.090909091,0.090909091,0.121212121,0.121212121,0.484848485,0.181818182,0.03030303,0.019851143,0.323463172,0.407114667,0.182564026,0.014370898,0,0,0,0.024119514,0.149553859,0,0.490937755,0.354371327,0.299225687,0.033524945,0.003775042,0,0.003775042,0,0,0.071843765,0.015775814,0.397526919,0.124876668,0.015100167,0,0,0,0.71311827,0.042265454,0.000171593,0.003775042,0.110848955,0.480352623,0.134271374,0.019851143,0.561054867,0.176204367,1,0,0.072530136,0.927469864,0.522060401,0.004793874,0.119739608,0.280039466,0.073366651,0.488524731,0.300737849,0.141982326,0.024634293,0.010638754,0.081420788,0.086214663,0.062213118,0.153264553,0.019336365,0.110162584,0.323109262,0.522060401,0.004793874
288,5,8,12,11,1,1,1,0,4,17,0,5,3,18,5,3,0,1,3,1,7,4,8,8,11,0,0,1,27,3,0,1,6,12,8,5,10,10,38,1,2,36,11,3,9,10,6,11,11,10,4,2,3,6,2,3,3,8,14,10,2,0.128205128,0.205128205,0.307692308,0.282051282,0.025641026,0.025641026,0.025641026,0,0.102564103,0.435897436,0,0.128205128,0.076923077,0.461538462,0.128205128,0.076923077,0,0.025641026,0.076923077,0.025641026,0.179487179,0.102564103,0.205128205,0.205128205,0.282051282,0,0,0.025641026,0.692307692,0.076923077,0,0.025641026,0.153846154,0.307692308,0.205128205,0.128205128,0.256410256,0.256410256,0.974358974,0.025641026,0.051282051,0.923076923,0.282051282,0.076923077,0.230769231,0.256410256,0.153846154,0.282051282,0.282051282,0.256410256,0.102564103,0.051282051,0.076923077,0.153846154,0.051282051,0.076923077,0.076923077,0.205128205,0.358974359,0.256410256,0.051282051,0.083549835,0.229810243,0.538369029,0.083366229,0.018544189,0.000146885,0.004636047,0,0.171533751,0.153007923,0,0.382799805,0.055779453,0.618457895,0.043487042,0.005811125,0,0.001028193,0.015670758,0.000293769,0.120537231,0.033921178,0.537928375,0.069687595,0.074195118,0,0,0.000146885,0.780490044,0.028844477,0,0.001028193,0.06198533,0.140697151,0.171680636,0.092968815,0.5191914,0.140403382,0.998237384,0.001762616,0.013862241,0.985990875,0.673989479,0.074176757,0.125320163,0.068824647,0.057688953,0.602686153,0.265429775,0.118792975,0.006986202,0.001468847,0.064904663,0.078959689,0.055632568,0.037088379,0.055779453,0.12995621,0.150510883,0.672226863,0.0295789
289,2,7,2,4,1,3,1,0,2,4,0,0,6,1,4,0,0,0,3,1,0,0,4,1,4,1,0,3,5,1,1,0,4,5,4,3,6,2,18,0,1,16,3,0,5,7,3,2,9,3,1,2,2,4,3,0,3,4,8,2,0,0.111111111,0.388888889,0.111111111,0.222222222,0.055555556,0.166666667,0.055555556,0,0.111111111,0.222222222,0,0,0.333333333,0.055555556,0.222222222,0,0,0,0.166666667,0.055555556,0,0,0.222222222,0.055555556,0.222222222,0.055555556,0,0.166666667,0.277777778,0.055555556,0.055555556,0,0.222222222,0.277777778,0.222222222,0.166666667,0.333333333,0.111111111,1,0,0.055555556,0.888888889,0.166666667,0,0.277777778,0.388888889,0.166666667,0.111111111,0.5,0.166666667,0.055555556,0.111111111,0.111111111,0.222222222,0.166666667,0,0.166666667,0.222222222,0.444444444,0.111111111,0,0.062093628,0.376788036,0.031371912,0.405559168,0.031046814,0.248374512,0.093140442,0,0.248374512,0.190507152,0,0,0.403608583,0.00390117,0.40393368,0,0,0,0.186605982,0.217327698,0,0,0.341514954,0.00390117,0.279746424,0.15523407,0,0.248374512,0.345741222,0.15523407,0.031046814,0,0.279746424,0.159460338,0.09346554,0.403608583,0.128413524,0.372561769,1,0,0.00390117,0.965052016,0.062418726,0,0.186280884,0.471879064,0.279421326,0.093140442,0.652308192,0.065994798,0.001950585,0.031371912,0.093140442,0.15523407,0.279421326,0,0.217652796,0.15523407,0.564694408,0.031371912,0
29,4,6,4,13,3,0,0,2,3,16,0,2,4,14,3,1,0,1,1,1,7,2,3,8,5,2,0,1,21,4,0,2,6,10,5,9,8,12,31,0,2,29,2,3,7,13,6,5,11,9,2,1,2,2,2,7,5,4,17,2,1,0.129032258,0.193548387,0.129032258,0.419354839,0.096774194,0,0,0.064516129,0.096774194,0.516129032,0,0.064516129,0.129032258,0.451612903,0.096774194,0.032258065,0,0.032258065,0.032258065,0.032258065,0.225806452,0.064516129,0.096774194,0.258064516,0.161290323,0.064516129,0,0.032258065,0.677419355,0.129032258,0,0.064516129,0.193548387,0.322580645,0.161290323,0.290322581,0.258064516,0.387096774,1,0,0.064516129,0.935483871,0.064516129,0.096774194,0.225806452,0.419354839,0.193548387,0.161290323,0.35483871,0.290322581,0.064516129,0.032258065,0.064516129,0.064516129,0.064516129,0.225806452,0.161290323,0.129032258,0.548387097,0.064516129,0.032258065,0.003510423,0.124260827,0.17553595,0.658259665,0.029563949,0,0,0.000831338,0.021064314,0.711012985,0,0.23956023,0.014874214,0.922025675,0.035476739,0.000369549,0,0.000369549,0.01182558,0.01182558,0.565410534,0.001108648,0.003787733,0.671840752,0.033259443,0.012195129,0,9.22E-05,0.79573203,0.180432331,0,0.003325944,0.275406519,0.507760832,0.009700523,0.290558043,0.125369475,0.813839949,1,0,0.112712557,0.887287443,0.003048634,0.249076274,0.216925479,0.489098294,0.041851318,0.035476739,0.69632325,0.15206927,0.103843373,0.000369549,0.00591279,0.00591279,0.026607555,0.396156923,0.243533034,0.180340092,0.540096106,0.003048634,0.239467991
290,3,1,7,4,1,1,0,1,2,7,0,1,5,6,2,0,0,0,2,0,2,1,4,3,3,1,0,1,11,1,1,0,3,5,4,3,5,3,19,1,0,20,5,2,3,5,5,3,6,7,1,1,1,3,5,0,2,4,9,4,0,0.15,0.05,0.35,0.2,0.05,0.05,0,0.05,0.1,0.35,0,0.05,0.25,0.3,0.1,0,0,0,0.1,0,0.1,0.05,0.2,0.15,0.15,0.05,0,0.05,0.55,0.05,0.05,0,0.15,0.25,0.2,0.15,0.25,0.15,0.95,0.05,0,1,0.25,0.1,0.15,0.25,0.25,0.15,0.3,0.35,0.05,0.05,0.05,0.15,0.25,0,0.1,0.2,0.45,0.2,0,0.009457461,0.003658442,0.054078773,0.012629408,0.004573052,0.003658442,0,0.001829221,0.0037752,0.055187982,0,0.001829221,0.02286526,0.0476765,0.007316883,0,0,0,0.007316883,0,0.030298902,0.001829221,0.010975325,0.012921305,0.035669806,0.006402273,0,0.003658442,0.063536234,0.006402273,0.004573052,0,0.00762824,0.013835915,0.011286682,0.041157469,0.013115903,0.037499027,0.994512338,0.005487662,0,1,0.012318051,0.032011365,0.90462754,0.022690122,0.028352923,0.023779871,0.92840741,0.025122597,0.002568693,0.004573052,0.018292208,0.90462754,0.028352923,0,0.012804546,0.934809683,0.040982331,0.007744999,0
291,2,4,5,6,2,3,0,1,1,5,0,0,6,5,3,0,0,0,2,1,2,3,6,2,4,1,0,3,6,2,1,1,5,4,4,6,5,4,20,0,0,20,3,2,4,9,2,2,9,4,1,3,0,1,1,1,4,2,9,2,0,0.1,0.2,0.25,0.3,0.1,0.15,0,0.05,0.05,0.25,0,0,0.3,0.25,0.15,0,0,0,0.1,0.05,0.1,0.15,0.3,0.1,0.2,0.05,0,0.15,0.3,0.1,0.05,0.05,0.25,0.2,0.2,0.3,0.25,0.2,1,0,0,1,0.15,0.1,0.2,0.45,0.1,0.1,0.45,0.2,0.05,0.15,0,0.05,0.05,0.05,0.2,0.1,0.45,0.1,0,0.015618419,0.031377229,0.476642566,0.265513126,0.132756563,0.031236838,0,0.00780921,0.015618419,0.648164397,0,0,0.164133792,0.351414432,0.226467078,0,0,0,0.210848659,0.015618419,0.210848659,0.148374982,0.164133792,0.031236838,0.335796013,0.20303945,0,0.015758809,0.367032851,0.210848659,0.124947354,0.00780921,0.171802611,0.187701811,0.140846553,0.546644672,0.148515373,0.413888109,1,0,0,1,0.140565773,0.19523024,0.234276288,0.21907904,0.210848659,0.0079496,0.452934157,0.19523024,0.00780921,0.133037344,0,0.078092096,0.20303945,0.00780921,0.148655763,0.265513126,0.507598624,0.015618419,0
292,1,2,2,0,1,0,0,2,1,1,0,0,3,2,0,0,0,0,0,0,1,1,4,0,1,0,0,1,4,0,0,1,0,1,2,2,2,1,6,0,0,6,1,2,0,3,0,2,3,0,1,0,0,0,0,0,0,1,2,1,0,0.166666667,0.333333333,0.333333333,0,0.166666667,0,0,0.333333333,0.166666667,0.166666667,0,0,0.5,0.333333333,0,0,0,0,0,0,0.166666667,0.166666667,0.666666667,0,0.166666667,0,0,0.166666667,0.666666667,0,0,0.166666667,0,0.166666667,0.333333333,0.333333333,0.333333333,0.166666667,1,0,0,1,0.166666667,0.333333333,0,0.5,0,0.333333333,0.5,0,0.166666667,0,0,0,0,0,0,0.166666667,0.333333333,0.166666667,0,0.142857143,0.5,0.285714286,0,0.071428571,0,0,0.214285714,0.428571429,0.214285714,0,0,0.642857143,0.285714286,0,0,0,0,0,0,0.214285714,0.071428571,0.714285714,0,0.214285714,0,0,0.071428571,0.857142857,0,0,0.071428571,0,0.071428571,0.5,0.285714286,0.5,0.214285714,1,0,0,1,0.071428571,0.285714286,0,0.642857143,0,0.5,0.357142857,0,0.142857143,0,0,0,0,0,0,0.214285714,0.142857143,0.071428571,0
293,2,1,0,2,1,1,0,1,1,2,0,1,4,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,4,0,1,0,2,0,1,2,1,1,7,0,0,7,1,0,2,4,0,2,1,2,1,1,1,1,0,2,0,1,3,0,0,0.285714286,0.142857143,0,0.285714286,0.142857143,0.142857143,0,0.142857143,0.142857143,0.285714286,0,0.142857143,0.571428571,0.142857143,0,0,0,0,0,0,0,0,0.428571429,0.142857143,0.142857143,0,0,0.142857143,0.571428571,0,0.142857143,0,0.285714286,0,0.142857143,0.285714286,0.142857143,0.142857143,1,0,0,1,0.142857143,0,0.285714286,0.571428571,0,0.285714286,0.142857143,0.285714286,0.142857143,0.142857143,0.142857143,0.142857143,0,0.285714286,0,0.142857143,0.428571429,0,0,0.051612903,0.296774194,0,0.064516129,0.135483871,0.012903226,0,0.038709677,0.296774194,0.161290323,0,0.038709677,0.483870968,0.025806452,0,0,0,0,0,0,0,0,0.348387097,0.025806452,0.135483871,0,0,0.012903226,0.4,0,0.135483871,0,0.174193548,0,0.296774194,0.161290323,0.296774194,0.025806452,1,0,0,1,0.135483871,0,0.464516129,0.4,0,0.748387097,0.012903226,0.064516129,0.038709677,0.135483871,0.451612903,0.451612903,0,0.064516129,0,0.451612903,0.2,0,0
294,2,1,2,3,2,1,0,1,0,4,0,0,4,3,1,0,0,0,1,0,1,1,2,1,2,1,0,1,4,2,1,1,2,2,2,4,3,2,11,0,1,10,2,2,1,3,3,1,3,2,1,2,0,0,2,0,0,1,8,1,0,0.181818182,0.090909091,0.181818182,0.272727273,0.181818182,0.090909091,0,0.090909091,0,0.363636364,0,0,0.363636364,0.272727273,0.090909091,0,0,0,0.090909091,0,0.090909091,0.090909091,0.181818182,0.090909091,0.181818182,0.090909091,0,0.090909091,0.363636364,0.181818182,0.090909091,0.090909091,0.181818182,0.181818182,0.181818182,0.363636364,0.272727273,0.181818182,1,0,0.090909091,0.909090909,0.181818182,0.181818182,0.090909091,0.272727273,0.272727273,0.090909091,0.272727273,0.181818182,0.090909091,0.181818182,0,0,0.181818182,0,0,0.090909091,0.727272727,0.090909091,0,0.013636838,0.005840634,0.70035461,0.146276596,0.12359199,0.003337505,0,0.020598665,0,0.829787234,0,0,0.240222153,0.706195244,0.030897997,0,0,0,0.030897997,0,0.679755945,0.020598665,0.02393617,0.005840634,0.793048602,0.030897997,0,0.003337505,0.716494577,0.144190655,0.113292657,0.010299332,0.226585315,0.026439299,0.030897997,0.834245932,0.036738632,0.710653942,1,0,0.005840634,0.994159366,0.12359199,0.70035461,0.003337505,0.018225907,0.154489987,0.010299332,0.703692115,0.016139967,0.002085941,0.226585315,0,0,0.04119733,0,0,0.679755945,0.306607217,0.010299332,0
295,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,3,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0.333333333,0,0,0,0,1,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0.333333333,0,0.666666667,0,0,0,0,0.047619048,0.952380952,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0.952380952,0.015873016,0,0,0,0,1,0,0,1,0,0,0.031746032,0.015873016,0.952380952,0,0.031746032,0.015873016,0,0.952380952,0,0,0,0,0.031746032,0,0.984126984,0,0
