FY,CollDate,Sample,StationID,WaterbodyName,Location,PH,COND (µs/cm),DO,TEMP,ALKALINITY [mg/L],ARSENIC DIS [ug/L],COPPER DIS [ug/L],CHLORIDE [mg/L],HARDNESS TOT [mg/L],IRON DIS [ug/L],IRON TREC [ug/L],MANGANESE DIS [ug/L],AMMONIA [mg/L],NO5 [mg/L],N-KJELDAHL [mg/L],NITROGEN TOT [mg/L],PHOSPHORUS [mg/L],SELENIUM [ug/L],SULFATE [mg/L],ZINC [ug/L],TSS [mg/L]
FY16,8/25/2015,Routine Sample,8375,Sangre de Cristo Creek,near Fort Garland,8.16,,6.84,14.7,230,0.65,<3.9,6,210,35,790,370,0.012,<0.026,,0.084,0.068,0.13,13,9.5,
FY16,8/25/2015,Routine Sample,8395,Rock Creek,at DWR flume near Monte Vista,,,,,36,0.34,<3.9,0.49,30,180,690,11,0.03,<0.026,,0.108,0.13,<0.063,2.1,6.4,
FY16,8/26/2015,Routine Sample,8116,West Alder Creek,near South Fork,5.82,60.62,,10.86,36,0.38,<3.9,0.87,36,160,1100,23,0.023,0.32,,0.364,0.11,<0.063,3,6.9,
FY16,8/26/2015,Routine Sample,8147,Cross Creek,above confluence with Beaver Creek,5.36,81.1,,9.55,58,0.52,<3.9,0.46,53,29,330,4,0.016,0.098,,0.119,0.087,<0.063,1.6,5.4,
FY16,8/26/2015,Routine Sample,8305,Rio Grande River,at Alamosa,7.72,,6.39,18.27,67,1.1,<3.9,1.6,50,160,610,57,0.02,<0.026,,0.115,0.11,<0.063,7.4,4.4,
FY16,8/26/2015,Routine Sample,8625A,Carnero Creek,at Hellgate,5.31,112.6,,13.05,61,0.92,<3.9,1.4,61,220,950,34,0.02,<0.026,,0.187,0.19,0.13,5.8,4.4,
FY16,8/26/2015,Routine Sample,CO03RS,Hope Creek,,5.86,35.21,,8.47,23,0.18,<3.9,0.4,21,26,99,5.8,0.021,0.41,,0.399,0.037,<0.063,1.8,3.6,
FY16,8/27/2015,Routine Sample,8627,North Fork Carnero Creek,at 32U Rd.,7.98,206.8,,13.2,110,1.9,<3.9,2.9,100,130,660,70,0.016,0.15,,0.495,0.43,0.19,6.7,6.7,
FY16,8/27/2015,Routine Sample,8629,South Fork Carnero Creek,at FR 675 above campground,8.38,93.5,,9.48,52,0.4,<3.9,0.91,54,330,1000,38,0.022,0.059,,0.201,0.12,0.12,6.9,3.4,
FY16,9/1/2015,Routine Sample,8531A,Bunch Creek,50 m above confluence with mainstem,,,,,20,0.12,<3.9,<0.26,21,21,30,<0.82,0.023,0.051,,0.137,0.0035,<0.063,4.1,<2.3,
FY16,9/1/2015,Routine Sample,8531B,Jones Creek,60 m above confluence with mainstem,,,,,31,0.11,<3.9,0.38,28,<2,22,<0.82,0.017,0.1,,0.146,0.0047,0.12,1.8,<2.3,
FY16,9/1/2015,Routine Sample,8531C,Little Sand Creek,0.5 mile above confluence with mainstem,,,,,29,<0.079,<3.9,<0.26,29,<2,13,<0.82,0.016,0.086,,0.111,0.0037,0.069,4.4,<2.3,
FY16,9/1/2015,Routine Sample,8531D,McKenney Creek,"90 m above confluence with mainstem, above trail c",,,,,29,<0.079,<3.9,0.46,30,4.2,60,<0.82,0.016,0.16,,0.18,0.013,0.084,4.9,<2.3,
FY16,9/1/2015,Routine Sample,8531E,Smith Creek,50 m above confluence with mainstem,,,,,29,<0.079,<3.9,0.4,32,<2,20,<0.82,0.014,0.25,,0.249,0.0045,0.11,5.3,<2.3,
FY16,9/9/2015,Routine Sample,7503,St. Charles River,at Business Route 50,7.81,2159,16.51,8.48,220,0.99,<3.9,27,100,94,1500,110,0.018,1.2,,1.15,0.028,29,1200,41,
FY16,9/9/2015,Routine Sample,EPA01-240,Wahatoya Creek,,7.66,141.5,8.35,9.8,53,0.35,<3.9,0.41,59,3.7,12,<0.82,<0.008,0.24,,0.234,0.006,0.38,16,3,
FY16,9/14/2015,Routine Sample,7183,Halfmoon Creek,near Leadville,,62.7,,9.5,51,0.088,<3.9,<0.26,49,56,60,4.2,0.01,0.14,,0.142,0.0032,<0.063,7.7,<2.3,
FY16,9/14/2015,Routine Sample,7187G,Lake Fork,below Sugarloaf Dam,,14.15,,8.05,12,0.19,<3.9,<0.26,9.6,160,230,6.3,<0.008,<0.026,,0.124,0.0097,<0.063,2.7,<2.3,
FY16,9/14/2015,Routine Sample,EPA01-260,Rock Creek,,,25.37,,7.7,21,0.1,<3.9,<0.26,17,92,120,2.7,0.016,0.069,,0.099,0.0044,<0.063,3.1,2.6,
FY16,9/14/2015,Routine Sample,EPA01-261,Lake Fork,,5.94,22.38,,5.53,14,0.085,<3.9,<0.26,15,22,28,6.5,0.011,0.12,,0.139,0.0042,<0.063,7.2,4.1,
FY16,9/15/2015,Routine Sample,7186,Arkansas River,above Iowa Gulch,,135.7,,9,55,0.29,<3.9,2.2,88,170,600,64,0.014,0.098,,0.156,0.034,<0.063,42,61,
FY16,9/15/2015,Routine Sample,7188,Iowa Gulch,blw Black Cloud Mine Treatment Plant,,145.7,,5.4,110,0.24,<3.9,0.36,120,14,23,8,<0.008,0.21,,0.193,<0.003,0.14,26,140,
FY16,9/15/2015,Routine Sample,8347,Alamosa River,near State Hwy 15 and CR 13,7.61,387.2,6.67,10.201,61,0.31,<3.9,0,160,53,170,81,0.011,0.036,,0.106,0.018,0.25,130,9.5,
FY16,9/15/2015,Routine Sample,CO153M,Fourmile Creek,,,58.57,,9.2,39,0.16,<3.9,0.38,35,240,390,22,0.014,<0.026,,0.198,0.064,<0.063,5.8,<2.3,
FY16,9/15/2015,Routine Sample,EPA01-253,North Cottonwood Creek,,8.97,47.3,,7.2,33,<0.079,<3.9,0.32,34,15,19,<0.82,0.0089,0.16,,0.17,<0.003,<0.063,4.9,5.1,
FY16,9/16/2015,Routine Sample,7164,Browns Creek,at FR 255,8.6,44.95,,6.38,15,<0.079,<3.9,0.33,28,27,46,1.1,0.0097,0.19,,0.172,0.0045,0.063,14,<2.3,
FY16,9/16/2015,Routine Sample,7165,Chalk Creek,at mouth abv mainstem Arkansas R,,,,,62,0.15,<3.9,1.3,71,210,140,27,0.016,0.19,,0.213,0.024,0.069,27,40,
FY16,9/16/2015,Routine Sample,8300,Rio Grande River,"at Costilla County Rd G, old state bridge",8.42,273.3,7.67,14.37,110,2.9,<3.9,0,86,59,470,20,0.013,<0.026,,0.186,0.11,0.068,21,<2.3,
FY16,9/16/2015,Routine Sample,8650,Kerber Creek,at Hwy 285 in Villa Grove,,210.3,,14.97,71,0.43,<3.9,1.2,110,39,68,7.3,0.011,<0.026,,0.087,0.013,0.068,62,41,
FY16,9/16/2015,Routine Sample,NPS-KC06,Kerber Creek,d/s Of Ashley Campground @ Fence Line Below Homest,,133.8,,14.02,50,0.36,6.8,0.61,73,140,210,91,0.012,<0.026,,0.084,0.019,<0.063,36,190,
FY16,9/16/2015,Routine Sample,NPS-KC17.5,Kerber Creek,Downstream Of Rawley Gl,,161.8,,15.62,40,0.43,120,0.56,81,110,250,930,0.013,0.032,,0.089,0.023,<0.063,56,1400,
FY16,9/16/2015,Routine Sample,NPS-KC18,Kerber Creek,Upstream Of Rawley Gl,,148,,15.64,49,0.54,28,0.53,79,90,330,460,0.011,<0.026,,0.06,0.024,<0.063,41,280,
FY16,9/16/2015,Routine Sample,NPS-KC22,Kerber Creek,d/s Of Mosquito Creek,,68.4,,12.95,48,0.22,<3.9,0.31,42,92,220,15,0.012,<0.026,,0.068,0.036,<0.063,2.3,<2.3,
FY16,9/16/2015,Routine Sample,NPS-KC-HN,Kerber Creek,on HN Property,,199.6,,15.63,64,0.48,5,1.1,110,110,170,43,0.0088,<0.026,,0.1,0.014,<0.063,59,49,
FY16,9/16/2015,Routine Sample,NPS-TU8650,Kerber Creek,at Hwy 285 in Villa Grove,,210.3,,14.97,72,0.43,<3.9,1.2,120,44,69,7.4,0.0094,<0.026,,0.092,0.013,<0.063,63,41,
FY16,9/22/2015,Routine Sample,7997a,East Carrizo Creek,at Carrizo Picnic Area,7.85,625.8,6.1,13.557,270,1.3,<3.9,13,260,15,110,41,0.02,0.019,,0.191,0.1,0.22,54,11,
FY16,9/23/2015,Routine Sample,7120D,Grape Creek,at CR 119,8.57,219.4,8.16,15.32,110,0.47,<3.9,1.3,120,260,560,15,0.018,<0.015,,0.155,0.031,0.085,8.7,5.6,
FY16,9/23/2015,Routine Sample,7130,Hayden Creek,at Coaldale Campground,8.56,285.2,7.87,10.39,130,0.16,<3.9,0.6,160,<2,57,1.1,0.016,0.045,,0.067,0.009,0.25,24,5.4,
FY16,9/23/2015,Routine Sample,7550,Middle Fork Purgatoire River,at Stonewall,8.62,313.1,8.31,9.441,110,0.17,<3.9,1.4,150,28,660,9,0.02,0.11,,0.178,0.01,0.23,43,7.2,
FY16,9/23/2015,Routine Sample,7562,Trinchera Creek,at Trinchera,8.32,1187.1,8.25,15.897,310,1.6,<3.9,11,530,99,1500,31,0.021,<0.015,,0.163,0.053,2.3,370,16,
FY16,9/23/2015,Routine Sample,7580,Purgatoire River,in Trinidad at Cedar St,8.7,405.18,8.27,15.037,170,0.54,<3.9,12,140,24,220,5.7,0.025,0.11,,0.201,0.0078,0.29,32,6.4,
FY16,9/28/2015,Routine Sample,8364,Trinchera Creek,below Mountain Home Reservoir,,224.8,6.96,14.83,110,0.43,<5.1,0.72,99,49,530,20,0.027,0.027,,0.184,0.038,0.11,11,3.5,
FY16,9/28/2015,Routine Sample,10127,Oh-Be-Joyful Creek,above Slate River,6.59,131.6,8.23,6.708,37,0.2,<5.1,<0.27,41,19,29,28,0.094,0.019,,0.08,<0.003,0.12,13,160,
FY16,9/28/2015,Routine Sample,10127B,Redwell Basin,at mouth,4.35,149.7,8.64,4.006,<5,0.077,60,0.28,24,15,19,610,0.018,0.15,,0.121,0.0036,0.72,42,3100,
FY16,9/28/2015,Routine Sample,10127B2,Redwell Basin,u/s Daisy Mine d/s Red Well Spring,3.87,149.6,7.93,5.696,<5,<0.067,13,<0.27,26,290,420,300,0.021,0.14,,0.112,0.0032,0.37,39,890,
FY16,9/28/2015,Routine Sample,10127B4,Redwell Basin,d/s Daisy Mine and Springs,3.51,192,8.21,4.654,<5,0.11,63,0.33,25,490,630,840,0.019,0.15,,0.125,0.0037,0.6,52,3600,
FY17,7/25/2016,Routine Sample,12115,Sweetwater Creek,above Sweetwater Lake,8.16,281.9,8.15,8.09,170,0.14,<1.9,4.4,690,54,91,8.6,0.023,0.3,,0.244,0.0091,0.46,540,15,
FY17,7/25/2016,Routine Sample,EPA01-168,Fawn Creek,< USU Star site >,8.57,175,8.28,9.06,96,0.17,<1.9,0.26,88,4.3,4.3,0.85,0.021,<0.016,,<0.067,0.021,<0.21,0.94,2.6,
FY17,7/26/2016,Routine Sample,11601,Piceance Creek,at Cty Rd 5,8.3,4721.7,7.96,15.93,740,4.1,<1.9,25,200,240,110,110,0.017,<0.016,,0.443,0.14,0.57,500,8.7,
FY17,7/26/2016,Routine Sample,11625,Black Sulphur Creek,at 29 Rd.,8.46,3067.4,10.02,16.2,430,1.5,<1.9,12,650,56,160,45,0.022,<0.016,,0.238,0.023,0.97,370,7.3,
FY17,7/26/2016,Routine Sample,11767,East Miller Creek,at end of Cty Rd 57,7.87,2650.4,8.59,9.3,110,0.56,<1.9,0.37,150,5,35,1.8,0.022,0.064,,0.097,0.046,<0.21,33,6.4,
FY17,7/26/2016,Routine Sample,43,White River,at Meeker,8.94,792,8.18,18.25,120,0.55,<1.9,3.3,240,18,81,7.6,0.017,0.069,,0.087,0.018,0.32,84,4.8,
FY17,7/27/2016,Routine Sample,11540,North Fork White River,above North Fork Campground,8.4,336.4,9.07,10.7,81,0.51,<1.9,0.6,140,36,78,4.1,0.023,<0.016,,0.089,0.025,<0.21,53,4.5,
FY17,7/27/2016,Routine Sample,11535,Lost Creek,abv Buford @ 8 Rd.,8.26,552.1,8.61,11.8,170,0.72,<1.9,1,260,89,180,34,0.024,<0.016,,0.109,0.019,1,68,4.8,
FY17,7/27/2016,Routine Sample,USFS Ripple,Ripple Creek,Blanco Ranger District,8.36,235.5,8.26,12.46,76,0.31,<1.9,0.24,110,32,120,5.1,0.014,<0.016,,<0.067,0.031,<0.21,29,2.3,
FY17,7/27/2016,Routine Sample,11510,White River,at CR54,9.1,381.3,8.83,18.3,110,0.51,<1.9,0.58,180,18,510,2.8,0.019,<0.016,,0.08,0.023,<0.21,55,3.7,
FY17,8/23/2016,Routine Sample,12759,South Fork Fryingpan River,above transbasin diversion,7.9,84.4,8.65,5.63,29,<0.083,<1.9,0.2,31,20,33,0.87,0.029,0.13,,0.119,<0.0084,<0.21,8.6,3.3,
FY17,8/22/2016,Routine Sample,12785A,Lost Man Creek,above reservoir,,49.7,8.07,8.45,23,<0.083,4.4,<0.18,28,17,31,1.8,0.028,0.052,,0.081,<0.0084,<0.21,4.5,8.4,
FY17,8/23/2016,Routine Sample,EPA01-259,Deeds Creek,< USU Star site >,8.14,119.9,8.47,8.91,60,0.13,2.3,0.24,67,59,120,2.6,0.014,<0.016,,<0.067,0.012,<0.21,1.1,3.2,
FY17,8/23/2016,Routine Sample,USFS Avalanche,Avalanche Creek,Sopris Ranger District,8.25,418.1,8.2,10.57,110,0.13,<1.9,0.6,980,13,22,1.2,0.015,0.095,,0.092,<0.0084,<0.21,100,8.5,
FY17,8/22/2016,Routine Sample,12783,Roaring Fork River,below Aspen,8.61,442.2,8.3,13.47,110,0.23,<1.9,3.9,260,10,46,3.2,0.023,0.3,,0.283,0.043,0.35,120,12,
FY17,8/22/2016,Routine Sample,12714B,Fourmile Creek,above Atkinson Ditch,8.25,606,7.99,12.05,290,0.64,<1.9,4.6,69,36,48,17,0.013,0.13,,0.262,0.064,0.47,60,8.8,
FY17,8/24/2016,Routine Sample,11175,Middle Rifle Creek,above West Rifle Creek,8.35,761.7,8.51,11.48,250,0.41,<1.9,3.2,520,140,420,42,0.019,0.13,,0.211,0.021,1.2,160,11,
FY17,8/24/2016,Routine Sample,11187,East Divide Creek,at 313 Rd near gage,8.52,503.9,7.99,20.86,220,0.8,<1.9,11,200,27,110,14,0.016,<0.016,,0.209,0.015,1.2,33,6.5,
FY17,8/24/2016,Routine Sample,11149b,Mamm Creek,at Antara Resources Near Garfield County Airport,8.27,2208.9,6.53,20.99,550,5.6,4.1,46,790,400,14000,37,0.017,7.9,,7.02,0.22,30,600,14,
FY17,9/19/2016,Routine Sample,12370A,Soda Creek,at Cove Blvd.,8.06,140.3,8.19,8.82,75,0.28,<3.7,0.47,79,160,270,13,0.021,<0.016,,0.142,0.025,0.19,5.4,3.3,
FY17,9/19/2016,Routine Sample,12322,Straight Creek,above Town of Dillon,7.88,172.6,8.22,9.3,44,<0.089,<3.7,26,64,56,130,7.9,0.027,0.063,,0.082,<0.0084,<0.052,4.6,6,
FY17,9/19/2016,Routine Sample,12303,Blue River,at Blue River Campground,8.02,238.4,8.77,10.36,51,0.15,<3.7,8.8,110,35,98,20,0.03,0.23,,0.328,<0.0084,0.11,33,29,
FY17,9/20/2016,Routine Sample,USFS Meadow,Meadow Creek,Dillon Ranger District,7.55,78.1,9.5,5.07,35,<0.089,<3.7,0.26,31,11,29,0.64,0.025,0.033,,<0.067,<0.0084,<0.052,1.8,13,
FY17,9/20/2016,Routine Sample,12336,Tenmile Creek,above Wheeler Junction nr Copper Mnt,7.76,1241.1,8.91,7.03,35,0.12,<3.7,6.8,570,14,34,27,0.032,0.17,,0.247,<0.0084,0.15,450,40,
FY17,9/19/2016,Routine Sample,12372C,Cataract Creek,at outlet of Cataract Creek,8.65,51.7,8.94,13.5,27,0.18,<3.7,0.24,29,190,250,6.9,<0.011,<0.016,,0.116,<0.0084,0.073,3,4.5,
FY17,9/20/2016,Routine Sample,12517,Red Sandstone Creek,above Red Sandstone Rd. trailhead,8.46,285.5,9.32,8.3,120,0.13,<3.7,0.55,120,9.1,23,2.6,0.024,0.027,,<0.067,<0.0084,0.1,5.1,4.4,
FY17,9/20/2016,Routine Sample,12515,Red Sandstone Creek,at mouth at Vail,8.7,380.5,9.67,9.23,140,0.15,<3.7,1.2,180,7.4,23,2.7,0.024,0.042,,0.082,<0.0084,0.13,32,8.9,
FY17,9/21/2016,Routine Sample,USFS Gore 1,Gore Creek,Holy Cross Ranger District,7.97,97.6,8.97,7.1,44,<0.089,<3.7,0.26,44,6.2,12,0.38,0.023,0.12,,0.137,<0.0084,<0.052,4.1,2.5,
FY17,9/20/2016,Routine Sample,12556P,Black Gore Creek,u/s from Polk Creek,8.37,652.9,9.32,5.8,120,0.13,<3.7,100,210,8.2,230,6.1,0.022,0.089,,0.107,0.013,0.086,2.8,10,
FY17,9/21/2016,Routine Sample,12556G,Black Gore Creek,u/s from Timber Creek,7.89,318,8.62,6.2,92,0.098,<3.7,35,100,42,53,19,0.03,<0.016,,<0.067,<0.0084,0.061,2,4.3,
FY17,10/13/2016,Routine Sample,12502H,Eagle River,blw Lake Cr in Edwards,7.99,364.9,9.57,6.43,120,0.14,<3.7,13,230,72,110,17,<0.024,0.24,,0.277,0.024,0.16,84,24,
FY17,10/13/2016,Routine Sample,12502A,Eagle River,at Eagle Springs Golf Course,8.81,909.4,11.18,9.95,120,0.17,<3.7,190,270,45,94,8,<0.024,0.22,,0.297,0.069,0.22,110,15,
FY17,9/13/2016,Routine Sample,12304D,Blue River,below Dillon Reservoir at Gage,7.65,228.4,7.18,6.101,45,0.15,2.4,6.6,96,<0.81,8.7,1.5,0.038,0.32,,0.323,0.01,0.12,63,23,
FY17,10/3/2016,Routine Sample,81,Animas River,above Durango (Bakers Bridge),7.75,251.2,10.14,4.952,38,0.13,<3.7,1.2,120,14,770,370,0.018,0.086,,0.118,0.0071,0.14,89,43,
FY17,10/3/2016,Routine Sample,82,Animas River,near Silverton,7.46,395.4,9.08,4.909,20,0.12,<3.7,2.1,180,1300,2500,1100,0.031,0.11,,0.121,0.014,0.23,190,330,
FY17,8/10/2016,Routine Sample,8301,Rio Grande River,below Hwy 142 bridge,8.24,212,7.42,21.756,100,2.7,<1.9,3.4,74,76,620,36,0.015,<0.016,,0.245,0.13,<0.21,15,3.1,
FY17,8/10/2016,Routine Sample,8303,Rio Grande River,near Alamosa/Conejos County Line,7.79,205.1,6.65,19.191,100,1.6,<1.9,4.2,76,120,760,48,0.014,<0.016,,0.204,0.1,<0.21,13,4.5,
FY17,10/3/2016,Routine Sample,9423A,Animas River,at Durango - 9th St. Bridge,7.82,418.4,9.19,12.107,98,0.24,<3.7,14,190,11,210,68,<0.024,0.095,,0.119,0.0071,0.19,110,10,
FY17,8/15/2016,Routine Sample,11702,White River,at Rangely,8.47,637.2,9.14,23.233,180,1.4,<1.9,14,320,5.7,260,9.8,0.013,0.062,,0.28,0.022,0.64,180,5.3,
FY17,8/15/2016,Routine Sample,11726,East Douglas Creek,above Cathedral Creek,8.15,787.6,7.44,17.713,300,1.7,<1.9,1.7,380,3,4100,33,0.011,<0.016,,0.281,0.12,0.31,69,8.3,
FY17,9/7/2016,Routine Sample,NPS-SJ2,Saints John Creek,up gradient,7.71,92.4,8.85,4.435,36,<0.083,<1.9,0.25,39,9.7,21,2,0.016,0.12,,0.114,0.0082,<0.21,15,<0.98,
FY17,9/7/2016,Routine Sample,NPS-SJ3,Unnamed Tributary,above tailings,7.43,647.2,9.21,5.844,12,<0.083,<1.9,<1.8,310,<0.81,9.2,6.7,0.021,<0.016,,<0.067,0.0084,<0.21,430,71,
FY17,9/7/2016,Routine Sample,NPS-SJ6,Unnamed Tributary,below tailings,7.2,470.5,7.74,9.308,13,<0.083,<1.9,<1.8,250,3,100,890,0.026,0.13,,0.1,0.0091,<0.21,260,2100,
FY17,9/7/2016,Routine Sample,NPS-SJ7,Saints John Creek,down gradient,8.13,95.7,7.99,8.732,36,<0.083,<1.9,0.28,51,8,62,1.8,0.024,0.083,,0.097,<0.0084,<0.21,17,1.1,
FY17,9/7/2016,Routine Sample,NPS-SJA,Unnamed Mine Discharge,at adit discharge,6.78,984.3,6.77,2.959,120,0.23,2.3,<1.8,480,1600,1900,14000,0.02,0.019,,<0.067,0.0087,<0.21,560,5300,
FY17,9/7/2016,Routine Sample,NPS-SJA2,Unnamed Mine Discharge,down gradient of adit discharge,7.69,770.2,8.02,7.917,83,0.086,<1.9,<1.8,370,44,1500,7300,0.033,0.024,,<0.067,0.0089,<0.21,450,2700,
FY17,9/7/2016,Routine Sample,NPS-SJA3,Unnamed Tributary,just above Cty Rd 275,7.72,971.3,8.44,6.254,120,<0.083,<1.9,<1.8,600,550,1700,14000,0.02,0.025,,<0.067,0.0088,<0.21,600,4100,
FY17,7/26/2016,Routine Sample,11153,Rapid Creek,abv conf. with Cottonwood Creek,8.42,596.5,7.67,22.307,270,4.3,<1.9,3.3,240,28,72,25,0.022,<0.016,,0.146,0.021,1.2,64,3.7,
FY17,7/27/2016,Routine Sample,12195,Fraser River,below Vasquez Creek,8.41,59.7,8.29,13.084,22,0.084,<1.9,3.2,24,97,250,3.6,0.03,0.053,,0.117,0.026,<0.21,2.3,<0.98,
FY17,9/12/2016,Routine Sample,5988A5,Mosquito Creek,d/s N. London Mine,8.41,99.5,8.24,7.843,45,0.13,2.1,<0.18,49,55,74,5.8,0.025,0.11,,0.133,<0.0084,0.23,9.7,1.6,
FY17,9/12/2016,Routine Sample,5988A3,Mosquito Creek,blw South Mosquito Creek,8.46,245,7.89,9.81,89,0.17,2,0.22,120,89,240,56,0.025,0.072,,0.096,<0.0084,<0.052,52,58,
FY17,9/12/2016,Routine Sample,5988B1,South Mosquito Creek,d/s London Tailings,8.39,343.9,8.08,8.302,110,0.21,5.7,0.49,180,32,420,88,0.023,0.11,,0.095,<0.0084,<0.052,90,260,
FY17,9/22/2016,Routine Sample,143,Beaver Creek,at Avon,8.47,251.2,8.48,11.989,87,0.15,<3.7,4.4,160,18,50,2,0.029,<0.016,,0.085,<0.0084,0.11,43,3.1,
FY17,9/23/2016,Routine Sample,12555,Gore Creek,abv Vail,8.17,170.5,8.86,7.648,76,<0.089,<3.7,12,97,19,25,3.1,0.027,0.067,,0.097,<0.0084,<0.052,3.4,2.4,
FY17,9/22/2016,Routine Sample,12502D,Lake Creek,at Hwy 6 near Edwards,8.41,381.6,8.55,12.42,120,0.1,<3.7,5,250,5.2,48,1.6,0.034,0.03,,0.078,<0.0084,0.13,100,5.4,
FY17,8/11/2016,Routine Sample,45,Colorado River,near Hot Sulfur Springs,8.55,99.5,8.36,19.208,53,0.41,<1.9,2.6,42,230,440,11,0.017,<0.016,,0.171,0.047,<0.21,3.8,2.5,
FY17,8/17/2016,Routine Sample,74,Gore Creek,at mouth,8.5,329.2,9.01,10.222,130,<0.083,<1.9,15,180,3.2,25,1,<0.011,0.53,,0.557,0.028,<0.21,43,5.2,
FY17,8/11/2016,Routine Sample,12161,Fraser River,at Hwy 40 nr Granby,7.98,115.3,7.66,17.406,60,0.32,1.9,4,49,260,470,16,0.018,<0.016,,0.17,0.043,<0.21,3.4,3,
FY18,7/10/2017,Routine Sample,12988,Laramie River,below Chambers Lake,7.60,65.90,7.92,11.82,35,0.15,<4,0.51,30,160,2700,14,0.011,<0.018,,0.075,0.008,<0.099,1.5,2.4,
FY18,7/10/2017,Routine Sample,12986,Laramie River,u/s Stub Creek,7.46,63.20,7.95,14.30,29,0.23,<4,0.51,27,230,390,22,0.036,0.019,,0.12,0.01,0.099,3.3,2,
FY18,7/10/2017,Routine Sample,12986A,Stub Creek,u/s Laramie River,7.26,27.90,7.99,12.60,14,0.14,<4,0.18,11,340,630,7.5,0.012,<0.018,,0.126,0.015,<0.099,0.75,16,
FY18,7/11/2017,Routine Sample,5390,Little Beaver Creek,below 63E Rd.,7.50,30.30,8.54,9.66,15,0.11,<4,0.35,12,120,230,4.2,0.012,0.018,,0.092,0.012,0.099,1.5,<2.0,
FY18,7/11/2017,Routine Sample,5384,South Fork Cache La Poudre River,at 63E Rd (Pingree Park Rd.),7.21,22.10,8.16,11.20,13,<0.11,<4,0.28,8.5,87,200,3.1,0.018,0.036,,0.125,0.01,<0.099,1.2,2.3,
FY18,7/11/2017,Routine Sample,5385,Bennet Creek,above Pingree Park Rd.,7.42,127.50,7.55,14.52,65,0.18,<4,1.3,54,200,680,13,0.0089,<0.018,,0.111,0.022,0.1,5.9,4.2,
FY18,7/11/2017,Routine Sample,5318,Cache La Poudre River,above 63E Rd,7.53,34.40,7.75,15.06,15,0.16,<4,,15,74,150,3.2,<0.0038,0.069,,0.137,0.0077,<0.099,2.5,30,
FY18,7/11/2017,Routine Sample,5385A,Elkhorn Creek,abv Hwy 15,7.92,136.80,7.19,19.27,51,0.44,<4,11,56,490,690,9.1,0.012,<0.018,,0.168,0.026,0.2,3.5,3.4,
FY18,7/12/2017,Routine Sample,5362,North Fork Cache La Poudre River,above Sheep Cr on Cherokee Park SWA,7.44,36.30,7.83,14.00,19,0.15,<4,0.36,14,260,380,5.5,0.015,<0.018,,0.122,0.013,0.12,1.4,30,
FY18,7/12/2017,Routine Sample,5381,Lone Pine Creek,at Cherokee Park SWA,7.82,105.60,7.94,17.23,42,0.41,<4,5.6,37,320,480,11,0.016,<0.018,,0.224,0.022,0.21,2.7,25,
FY18,7/12/2017,Routine Sample,5382,Stonewall Creek,at Hwy 287,7.93,477.20,8.02,16.87,230,0.72,<4,20,220,25,54,11,<0.0038,0.16,,0.275,0.011,0.59,26,7.3,
FY18,8/17/2017,Routine Sample,5590,Coal Creek,at 38 Rd.,7.90,2024.00,7.21,17.60,220,1.2,<4,,260,30,990,23,0.0042,4.7,,4.94,0.43,3.1,170,16,
FY18,8/17/2017,Routine Sample,5594,Coal Creek,at S. 120th St.,8.17,1510.00,8.07,18.23,210,0.58,<4,,220,79,340,24,0.0071,1.6,,1.9,0.11,1,68,30,
FY18,8/21/2017,Routine Sample,5548,South St. Vrain Creek,u/s Brainard Lake,7.06,18.4,7.13,13.1,7.1,<0.11,<4,0.15,7.2,65,160,1.7,<0.0038,0.021,,0.098,0.0094,<0.099,3.1,3.9,
FY18,8/25/2017,Routine Sample,5588,South Boulder Creek,at South Boulder Road,8.56,64,9.31,14.15,22,0.17,<4,3.2,26,82,180,7.6,<0.0038,<0.018,,0.126,0.01,0.19,6.2,2,
FY18,8/21/2017,Routine Sample,5561A45,James Creek,d/s LittIe James Cr.,7.94,34.3,7.78,13.55,13,<0.11,<4,0.32,15,66,140,11,<0.0038,0.035,,0.099,0.0079,0.1,5.2,5.6,
FY18,8/24/2017,Routine Sample,5581b,Middle Boulder Creek,0.5 mi below spillway,7.66,44.4,7.47,13.04,18,<0.11,<4,1.8,18,58,130,6.9,<0.0038,0.039,,0.129,0.0072,0.13,2.8,2.6,
FY18,8/22/2017,Routine Sample,CO1RS,Middle St. Vrain Creek,above South St. Vrain,8.06,41.6,7.64,15.98,14,<0.11,<4,0.8,18,33,100,2.6,<0.0038,0.074,,0.118,0.0052,<0.099,5.1,2.4,
FY18,8/24/2017,Routine Sample,5685,Hoop Creek ,at mouth,7.86,118,7.84,7.94,18,<0.11,<4,24,24,15,28,1.4,<0.0038,<0.018,,0.052,0.0061,0.17,2.7,3.3,
FY18,8/25/2017,Routine Sample,133a,North Fork Clear Creek,above Missouri Creek,7.83,97.6,8.54,7.22,36,<0.11,<4,7.6,37,58,590,9.4,<0.0038,<0.018,,0.078,0.02,<0.099,7.6,3.7,
FY18,8/22/2017,Routine Sample,5424,Big Thompson River,at downtown Estes Park,8.84,29.1,8.45,12.49,13,<0.11,<4,1.3,11,110,250,4.8,<0.0038,0.12,,0.178,0.0085,0.15,1.8,2.3,
FY18,8/22/2017,Routine Sample,5456A,Little Thompson River,at Cty Rd 17,8.03,1555,8.25,17.68,240,0.71,17,16,760,15,160,65,<0.0038,<0.018,,0.204,0.021,1.1,650,16,
